Obs.Number,ID,Date,Rank,Age,Srv.Branch,Major.Cause.of.Death,Minor.Cause.of.Death,Where,Hometown,State,Country,Julian
3336,3338,1/30/2007,Sergeant,22,U.S. Marine,Hostile,hostile fire,Fallujah,Los Angeles,California,US,17196
3337,3337,1/30/2007,Sergeant,31,U.S. Army,Hostile,hostile fire,Ramadi,Port Orchard,Washington,US,17196
3338,3336,1/30/2007,Sergeant,27,U.S. Army,Hostile,hostile fire - IED attack,Ramadi,St. Louis,Missouri,US,17196
3339,3339,1/31/2007,Sergeant,21,U.S. Army,Hostile,hostile fire - small arms fire,Bayji,Los Altos Hills,California,US,17197
3340,3340,1/31/2007,Corporal,21,U.S. Army Reserve,Hostile,hostile fire - rocket attack,Ramadi,Guttenberg,Iowa,US,17197
3341,3347,2/1/2007,Corporal,22,U.S. Marine,Non-hostile,NA,Al Anbar Province,Roswell,Georgia,US,17198
3342,3345,2/1/2007,Hospitalman,22,U.S. Navy,Hostile,hostile fire,Albu Hyatt,Mogadore,Ohio,US,17198
3343,3344,2/1/2007,Gunnery Sergeant,34,U.S. Marine,Hostile,hostile fire,Albu Hyatt,Middleton,Tennessee,US,17198
3344,3342,2/1/2007,Private 1st Class,21,U.S. Army,Non-hostile,vehicle accident,Baghdad,East Liverpool,Ohio,US,17198
3345,3341,2/1/2007,Corporal,21,U.S. Army,Non-hostile,vehicle accident,Baghdad,Zanesville,Ohio,US,17198
3346,3343,2/1/2007,Specialist,18,U.S. Army,Non-hostile,vehicle rollover,Buhritz,Layton,Utah,US,17198
3347,3346,2/1/2007,Sergeant Major,44,U.S. Army,Non-hostile,illness - heart attack,Tallil,St. Paul,Minnesota,US,17198
3348,3353,2/2/2007,Captain,26,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,Wheaton,Illinois,US,17199
3349,3352,2/2/2007,Staff Sergeant,38,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,Houston,Texas,US,17199
3350,3351,2/2/2007,Specialist,20,U.S. Army,Hostile,friendly fire,Ramadi,Tucson,Arizona,US,17199
3351,3350,2/2/2007,Private,18,U.S. Army,Hostile,friendly fire,Ramadi,Glendive,Montana,US,17199
3352,3349,2/2/2007,Chief Warrant Officer,41,U.S. Army,Hostile,helicopter crash,Taji,Hemet,California,US,17199
3353,3348,2/2/2007,Chief Warrant Officer,34,U.S. Army,Hostile,helicopter crash,Taji,Barnwell,South Carolina,US,17199
3354,3354,2/3/2007,Staff Sergeant,26,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,Thibodaux,Louisiana,US,17200
3355,3355,2/4/2007,Private,24,U.S. Army,Hostile,hostile fire - small arms fire,Ba  qubah,Not reported yet,Not reported yet,US,17201
3356,3356,2/4/2007,Sergeant,20,U.S. Army National Guard,Hostile,hostile fire - IED attack,Baghdad,McCook,Nebraska,US,17201
3357,3358,2/5/2007,Lance Corporal,20,U.S. Marine,Hostile,hostile fire - grenade,Al Anbar Province,New Tripoli,Pennsylvania,US,17202
3358,3357,2/5/2007,2nd Lieutenant,24,British Army,Hostile,hostile fire - IED attack,Basra,Hove,England,UK,17202
3359,3359,2/6/2007,Private 1st Class,20,U.S. Army,Hostile,hostile fire - small arms fire,Baghdad,Astoria,Oregon,US,17203
3360,3360,2/6/2007,Sergeant,24,U.S. Marine,Hostile,hostile fire,Ramadi,Spotsylvania,Virginia,US,17203
3361,3371,2/7/2007,Sergeant Major,40,U.S. Marine,Hostile,hostile fire,Barwanah,Ashland,Ohio,US,17204
3362,3369,2/7/2007,Corporal,20,U.S. Marine,Hostile,hostile fire,Barwanah,Bel Air,Maryland,US,17204
3363,3368,2/7/2007,Corporal,24,Polish Army,Hostile,hostile fire - IED attack,Diwaniyah,Wola Blakowa, ,POL,17204
3364,3367,2/7/2007,Petty Officer 1st Class,31,U.S. Navy,Hostile,helicopter crash,Fallujah,El Paso,Texas,US,17204
3365,3366,2/7/2007,Petty Officer 3rd Class,21,U.S. Navy,Hostile,helicopter crash,Fallujah,Federalsburg,Maryland,US,17204
3366,3365,2/7/2007,Corporal,30,U.S. Marine,Hostile,helicopter crash,Fallujah,Toms River,New Jersey,US,17204
3367,3364,2/7/2007,1st Lieutenant,25,U.S. Marine,Hostile,helicopter crash,Fallujah,Big Bear Ciity,California,US,17204
3368,3363,2/7/2007,Sergeant,26,U.S. Marine,Hostile,helicopter crash,Fallujah,Beasley,Texas,US,17204
3369,3362,2/7/2007,Sergeant,27,U.S. Marine,Hostile,helicopter crash,Fallujah,Richland,Washington,US,17204
3370,3361,2/7/2007,Captain,28,U.S. Marine,Hostile,helicopter crash (missile attack),Fallujah,Swampscott,Massachusetts,US,17204
3371,3372,2/7/2007,Lance Corporal,21,U.S. Marine Reserve,Hostile,hostile fire,Fallujah,Ballwin,Missouri,US,17204
3372,3370,2/7/2007,Private 1st Class,19,U.S. Marine Reserve,Hostile,hostile fire,Fallujah,Shelby Township,Michigan,US,17204
3373,3375,2/8/2007,Sergeant,22,U.S. Army Reserve,Hostile,hostile fire - IED attack,Karmah,Rexburg,Idaho,US,17205
3374,3374,2/8/2007,Specialist,21,U.S. Army Reserve,Hostile,hostile fire - IED attack,Karmah,Givens Hot Springs,Idaho,US,17205
3375,3373,2/8/2007,Private,21,U.S. Army Reserve,Hostile,hostile fire - IED attack,Karmah,Boise,Idaho,US,17205
3376,3379,2/9/2007,Staff Sergeant,31,U.S. Army,Hostile,hostile fire - explosion,Ba  qubah,Little Rock,Arkansas,US,17206
3377,3377,2/9/2007,Specialist,28,U.S. Army,Hostile,hostile fire - explosion,Ba  qubah,Saipan,Northern Mariana Islands,US,17206
3378,3378,2/9/2007,Staff Sergeant,26,U.S. Army,Hostile,hostile fire - explosion,Ba  qubah,Kenduskeag,Maine,US,17206
3379,3376,2/9/2007,Private,21,British Army,Hostile,hostile fire - IED attack,Basra,Howden,England,UK,17206
3380,3380,2/9/2007,Sergeant,26,U.S. Army,Hostile,hostile fire - IED attack,Northern Iraq,Manhasset,New York,US,17206
3381,3381,2/10/2007,Captain,28,U.S. Army,Hostile,hostile fire - small arms fire,Baghdad,Anniston,Alabama,US,17207
3382,3382,2/11/2007,Sergeant,23,U.S. Army,Hostile,hostile fire - small arms fire,Baghdad,Folsom,California,US,17208
3383,3384,2/11/2007,Sergeant,22,U.S. Army,Hostile,hostile fire - IED attack,Fallujah,Bethel Park,Pennsylvania,US,17208
3384,3383,2/11/2007,Specialist,20,U.S. Army National Guard,Non-hostile,injury,Um Qasr,Newhall,California,US,17208
3385,3386,2/13/2007,Sergeant 1st Class,42,U.S. Army,Hostile,hostile fire - small arms fire,Baghdad,Fort Worth,Texas,US,17210
3386,3385,2/13/2007,Private 1st Class,24,U.S. Army,Non-hostile,injury,Kirkuk,San Antonio,Texas,US,17210
3387,3390,2/14/2007,Sergeant,24,U.S. Army,Hostile,hostile fire - IED attack,Ba  qubah,Pineville,North Carolina,US,17211
3388,3389,2/14/2007,Specialist,34,U.S. Army,Hostile,hostile fire - IED attack,Ba  qubah,San Diego,California,US,17211
3389,3388,2/14/2007,Sergeant,32,U.S. Army,Hostile,hostile fire - IED attack,Ba  qubah,San Luis Obispo,California,US,17211
3390,3387,2/14/2007,Private 1st Class,20,U.S. Army,Hostile,hostile fire - IED attack,Ba  qubah,Titusville,Florida,US,17211
3391,3391,2/14/2007,Lance Corporal,19,U.S. Marine,Hostile,hostile fire,Haqlaniyah,Crimora,Virginia,US,17211
3392,3392,2/16/2007,Captain,34,U.S. Marine,Hostile,hostile fire,Ramadi,Baden,Pennsylvania,US,17213
3393,3396,2/17/2007,Lance Corporal,25,U.S. Marine,Hostile,hostile fire,Al Anbar Province,Dodge City,Kansas,US,17214
3394,3394,2/17/2007,Private 1st Class,20,U.S. Army,Hostile,hostile fire - grenade,Baghdad,Wichita,Kansas,US,17214
3395,3395,2/17/2007,Sergeant 1st Class,39,U.S. Army National Guard,Non-hostile,injury,Baghdad,Terry,Mississippi,US,17214
3396,3398,2/17/2007,Specialist,34,U.S. Army National Guard,Non-hostile,NA,Balad,Augusta,Georgia,US,17214
3397,3393,2/17/2007,Private 1st Class,24,U.S. Army,Hostile,"hostile fire - mortar, small arms fire",Tarmiya,Alanson,Michigan,US,17214
3398,3399,2/18/2007,Sergeant,27,U.S. Army,Hostile,hostile fire - small arms fire,Baghdad,Las Cruces,New Mexico,US,17215
3399,3400,2/18/2007,Lance Corporal,20,U.S. Marine,Hostile,hostile fire,Fallujah,Glendora,California,US,17215
3400,3397,2/18/2007,Private,19,U.S. Army,Hostile,hostile fire - sniper fire,Ramadi,Mesa,Arizona,US,17215
3401,3406,2/19/2007,Sergeant,25,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,Columbia,South Carolina,US,17216
3402,3405,2/19/2007,Private 1st Class,19,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,Coraopolis,Pennsylvania,US,17216
3403,3404,2/19/2007,Private 1st Class,19,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,Anchorage,Alaska,US,17216
3404,3403,2/19/2007,Staff Sergeant,25,U.S. Army,Hostile,hostile fire - suicide car bomb,Baghdad,Cicero,Illinois,US,17216
3405,3402,2/19/2007,Specialist,21,U.S. Army,Hostile,hostile fire - suicide car bomb,Baghdad,Raeford,North Carolina,US,17216
3406,3401,2/19/2007,Private 1st Class,20,U.S. Marine Reserve,Hostile,hostile fire - IED attack,Fallujah,Shelby,Michigan,US,17216
3407,3409,2/20/2007,Sergeant,40,U.S. Army,Hostile,"hostile fire - mortar, small arms fire",Baghdad,East Hartford,Connecticut,US,17217
3408,3408,2/20/2007,Sergeant,23,U.S. Marine,Hostile,hostile fire,Ramadi,Creede,Colorado,US,17217
3409,3407,2/20/2007,Specialist,19,U.S. Army,Hostile,hostile fire - small arms fire,Ramadi,West Covina,California,US,17217
3410,3410,2/21/2007,Lance Corporal,28,U.S. Marine,Non-hostile,NA,"Twentynine Palms, CA",Brooklyn,New York,US,17218
3411,3411,2/22/2007,Staff Sergeant,37,U.S. Army National Guard,Hostile,hostile fire - IED attack,Qasim,Wichita,Kansas,US,17219
3412,3414,2/22/2007,Staff Sergeant,29,U.S. Army,Hostile,hostile fire - IED attack,Ramadi,Broomfield,Colorado,US,17219
3413,3413,2/22/2007,Private 1st Class,23,U.S. Army,Hostile,hostile fire - IED attack,Ramadi,Galveston,Texas,US,17219
3414,3412,2/22/2007,Private 1st Class,25,U.S. Army,Hostile,hostile fire - IED attack,Ramadi,Winnetka,California,US,17219
3415,3416,2/24/2007,Sergeant,27,U.S. Army,Hostile,hostile fire - mine,Ramadi,Mineral City,Ohio,US,17221
3416,3415,2/24/2007,Specialist,22,U.S. Army,Hostile,hostile fire - sniper fire,Richard L. Roudebush VA Medical Center,Beavercreek,Ohio,US,17221
3417,3418,2/26/2007,Sergeant,25,U.S. Army,Hostile,hostile fire - IED attack,Diwaniyah,Coon Rapids,Minnesota,US,17223
3418,3417,2/26/2007,Lance Corporal,20,U.S. Marine,Hostile,hostile fire,Haqlaniyah,Channelview,Texas,US,17223
3419,3421,2/27/2007,Specialist,24,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,Takoma,Maryland,US,17224
3420,3420,2/27/2007,Sergeant,30,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,Oceanside,California,US,17224
3421,3419,2/27/2007,Corporal,21,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,Niagara Falls,New York,US,17224
3422,3423,2/27/2007,Staff Sergeant,22,U.S. Army,Hostile,hostile fire - small arms fire,Baghdad,San Juan,Puerto Rico,US,17224
3423,3422,2/27/2007,Rifleman,21,British Army,Hostile,hostile fire - small arms fire,Basra,Exeter,England,UK,17224
3424,3425,2/28/2007,Sergeant,25,U.S. Marine,Hostile,hostile fire,Al Anbar Province,Maple Lake,Minnesota,US,17225
3425,3424,2/28/2007,Private 1st Class,22,U.S. Marine Reserve,Hostile,hostile fire - small arms fire,Fallujah,Bay City,Michigan,US,17225
3426,3429,3/2/2007,Staff Sergeant,28,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,Roselle,Illinois,US,17227
3427,3428,3/2/2007,Specialist,22,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,Allentown,Pennsylvania,US,17227
3428,3430,3/2/2007,Private,23,U.S. Army,Non-hostile,injury,Baghdad,Philadelphia,Pennsylvania,US,17227
3429,3431,3/2/2007,Lieutenant Commander,36,U.S. Naval Reserve,Non-hostile,natural causes,Kuwait,Hilo,Hawaii,US,17227
3430,3427,3/2/2007,Staff Sergeant,28,U.S. Marine,Hostile,hostile fire,Ramadi,Longmont,Colorado,US,17227
3431,3426,3/2/2007,Hospitalman,21,U.S. Navy,Hostile,hostile fire - IED attack,Ramadi,Kent,Ohio,US,17227
3432,3432,3/2/2007,Specialist,20,U.S. Army National Guard,Hostile,hostile fire - IED attack,Safwan,Los Angeles,California,US,17227
3433,3436,3/3/2007,Lance Corporal,21,U.S. Marine,Hostile,hostile fire - IED attack,Al Qaim,Elko,Nevada,US,17228
3434,3435,3/3/2007,Sergeant,21,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,Emmaus,Pennsylvania,US,17228
3435,3434,3/3/2007,Sergeant,23,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,Chesapeake,Virginia,US,17228
3436,3433,3/3/2007,Sergeant,25,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,West Valley,Utah,US,17228
3437,3438,3/4/2007,Private,21,British Army,Hostile,hostile fire - small arms fire,Basra,"Biddulph, Stoke on Trent",England,UK,17229
3438,3437,3/4/2007,Staff Sergeant,43,U.S. Army National Guard,Hostile,hostile fire - IED attack,Bayji,Florence,Arizona,US,17229
3439,3447,3/5/2007,Specialist,22,U.S. Army,Hostile,hostile fire - IED attack,Ba  qubah,Not reported yet,Not reported yet,US,17230
3440,3446,3/5/2007,Specialist,20,U.S. Army,Hostile,hostile fire - IED attack,Ba  qubah,Elm City,North Carolina,US,17230
3441,3445,3/5/2007,Private,21,U.S. Army,Hostile,hostile fire - IED attack,Ba  qubah,Ecru,Mississippi,US,17230
3442,3444,3/5/2007,Staff Sergeant,25,U.S. Army,Hostile,hostile fire - IED attack,Samarra,Sims,Arkansas,US,17230
3443,3443,3/5/2007,Private 1st Class,19,U.S. Army,Hostile,hostile fire - IED attack,Samarra,The Woodlands,Texas,US,17230
3444,3442,3/5/2007,Specialist,21,U.S. Army,Hostile,hostile fire - IED attack,Samarra,Colville,Washington,US,17230
3445,3441,3/5/2007,Staff Sergeant,27,U.S. Army,Hostile,hostile fire - IED attack,Samarra,Spotsylvania,Virginia,US,17230
3446,3440,3/5/2007,Sergeant,27,U.S. Army,Hostile,hostile fire - IED attack,Samarra,Northglenn,Colorado,US,17230
3447,3439,3/5/2007,Specialist,22,U.S. Army,Hostile,hostile fire - IED attack,Samarra,Newport,New Hampshire,US,17230
3448,3450,3/7/2007,Staff Sergeant,28,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,Winchester,California,US,17232
3449,3449,3/7/2007,Specialist,22,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,Brooklyn,New York,US,17232
3450,3448,3/7/2007,Specialist,28,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,Independence,Missouri,US,17232
3451,3451,3/7/2007,Private,22,U.S. Army,Hostile,hostile fire - IED attack,"Brooke Army Med Center, TX",Lafayette,Louisiana,US,17232
3452,3452,3/9/2007,Lance Corporal,20,U.S. Marine Reserve,Hostile,hostile fire,Al Anbar Province,Jessup,Pennsylvania,US,17234
3453,3454,3/11/2007,Sergeant,25,U.S. Army,Hostile,hostile fire - explosion,Ad Dawr,Glennallen,Alaska,US,17236
3454,3457,3/11/2007,Lance Corporal,20,U.S. Marine,Hostile,hostile fire,Al Taqaddum,Scappoose,Oregon,US,17236
3455,3455,3/11/2007,Sergeant,23,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,Delmar,Maryland,US,17236
3456,3456,3/11/2007,Specialist,19,U.S. Army,Non-hostile,NA,Baghdad,Atlanta,Georgia,US,17236
3457,3453,3/11/2007,Sergeant 1st Class,49,U.S. Army Reserve,Non-hostile,NA,Tikrit,Taylorsville,Utah,US,17236
3458,3460,3/13/2007,Private 1st Class,21,U.S. Marine,Hostile,hostile fire,Al Taqaddum,South Portland,Maine,US,17238
3459,3458,3/13/2007,Sergeant,22,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,Warren,Ohio,US,17238
3460,3459,3/13/2007,Private 1st Class,23,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,Bakersfield,California,US,17238
3461,3462,3/14/2007,Specialist,27,U.S. Army,Hostile,hostile fire - IED attack,Ba  qubah,Pasadena,California,US,17239
3462,3466,3/14/2007,Specialist,30,U.S. Army,Hostile,hostile fire - IED attack,"Brooke Army Med Center, TX",Seattle,Washington,US,17239
3463,3461,3/14/2007,Corporal,21,U.S. Army,Hostile,hostile fire - IED attack,Mufrek,Not reported yet,Georgia,US,17239
3464,3463,3/14/2007,Specialist,32,U.S. Army,Hostile,hostile fire - small arms fire,Muqdadiyah,San Diego,California,US,17239
3465,3465,3/14/2007,Specialist,25,U.S. Army,Hostile,hostile fire,Ramadi,Richmond,Texas,US,17239
3466,3464,3/14/2007,Lance Corporal,20,U.S. Marine,Non-hostile,NA,Ramadi,Hondo,New Mexico,US,17239
3467,3471,3/15/2007,Private 1st Class,21,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,Mattawan,Michigan,US,17240
3468,3470,3/15/2007,Sergeant,29,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,Rigby,Idaho,US,17240
3469,3469,3/15/2007,Staff Sergeant,25,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,Speedwell,Tennessee,US,17240
3470,3468,3/15/2007,Sergeant,27,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,Hampton,Georgia,US,17240
3471,3467,3/15/2007,Lance Corporal,19,U.S. Marine,Non-hostile,NA,Taqaddum,Dwight,Illinois,US,17240
3472,3472,3/15/2007,Sergeant 1st Class,41,U.S. Army,Hostile,hostile fire,Tikrit,San Antonio,Texas,US,17240
3473,3473,3/16/2007,Sergeant 1st Class,31,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,Phoenix,Arizona,US,17241
3474,3474,3/17/2007,Sergeant 1st Class,29,U.S. Army,Hostile,hostile fire - IED attack,Ba  qubah,Sebban,Tennessee,US,17242
3475,3482,3/17/2007,Specialist,30,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,Fort Worth,Texas,US,17242
3476,3479,3/17/2007,Sergeant,25,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,Palmdale,California,US,17242
3477,3478,3/17/2007,Sergeant,25,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,Toa Baja,Puerto Rico,US,17242
3478,3477,3/17/2007,Private 1st Class,26,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,Adrian,Michigan,US,17242
3479,3476,3/17/2007,Private 1st Class,20,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,Lowell,Massachusetts,US,17242
3480,3481,3/17/2007,Private 1st Class,27,U.S. Army,Hostile,hostile fire - small arms fire,Baghdad,Narrowsburg,New York,US,17242
3481,3480,3/17/2007,Lance Corporal,20,U.S. Marine,Hostile,hostile fire,Fallujah,Minong,Wisconsin,US,17242
3482,3475,3/17/2007,Sergeant,29,U.S. Army,Non-hostile,NA,Muqdadiyah,Honolulu,Hawaii,US,17242
3483,3483,3/18/2007,Sergeant,24,U.S. Army,Hostile,hostile fire - IED attack,Ramadi,Woodlands,Texas,US,17243
3484,3486,3/20/2007,Specialist,24,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,Daleville,Alabama,US,17245
3485,3485,3/20/2007,Private 1st Class,22,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,Bridgeport,Connecticut,US,17245
3486,3484,3/20/2007,Sergeant,26,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,Holstein,Nebraska,US,17245
3487,3488,3/21/2007,Corporal,20,U.S. Marine,Hostile,hostile fire,Al Taqaddum,Quitman,Mississippi,US,17246
3488,3491,3/21/2007,Sergeant,29,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,Newport,Oregon,US,17246
3489,3490,3/21/2007,Staff Sergeant,36,U.S. Army,Hostile,hostile fire - small arms fire,Balad,Alhambra,California,US,17246
3490,3489,3/21/2007,Private 1st Class,22,U.S. Army,Non-hostile,vehicle accident,Kuwait,Spartanburg,South Carolina,US,17246
3491,3487,3/21/2007,Sergeant,30,U.S. Army,Hostile,hostile fire - small arms fire,Ramadi,Mauldin,South Carolina,US,17246
3492,3492,3/22/2007,Sergeant,26,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,Little Rock,Arkansas,US,17247
3493,3493,3/22/2007,Corporal,21,U.S. Marine,Hostile,hostile fire,Fallujah,Richville,New York,US,17247
3494,3494,3/23/2007,Specialist,23,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,Benbrook,Texas,US,17248
3495,3495,3/23/2007,Sergeant,28,U.S. Army National Guard,Hostile,hostile fire - IED attack,Fallujah,Frazee,Minnesota,US,17248
3496,3496,3/24/2007,Lance Corporal,21,U.S. Marine Reserve,Hostile,hostile fire,Hit,Oklahoma City,Oklahoma,US,17249
3497,3500,3/25/2007,Corporal,22,U.S. Army,Hostile,"hostile fire - small arms fire, IED",Ba  qubah,Naranjito,Puerto Rico,US,17250
3498,3499,3/25/2007,Private 1st Class,21,U.S. Army,Hostile,"hostile fire - small arms fire, IED",Ba  qubah,New Freedom,Pennsylvania,US,17250
3499,3498,3/25/2007,Private,21,U.S. Army,Hostile,"hostile fire - small arms fire, IED",Ba  qubah,Columbia,South Carolina,US,17250
3500,3497,3/25/2007,Sergeant,24,U.S. Army,Hostile,"hostile fire - small arms fire, IED",Ba  qubah,South Portland,Maine,US,17250
3501,3501,3/25/2007,Specialist,21,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,Rosemount,Minnesota,US,17250
3502,3502,3/27/2007,Master Sergeant,33,U.S. Army National Guard,Hostile,hostile fire - rocket attack,Baghdad,Harrisburg,Pennsylvania,US,17252
3503,3503,3/27/2007,Staff Sergeant,30,U.S. Marine Reserve,Hostile,hostile fire,Fallujah,Lewisburg,Tennessee,US,17252
3504,3504,3/27/2007,Sergeant,22,U.S. Army,Non-hostile,illness,Homburg,Hollidaysburg,Pennsylvania,US,17252
3505,3505,3/29/2007,Sergeant,24,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,Opalocka,Florida,US,17254
3506,3507,3/31/2007,Specialist,20,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,Lawton,Oklahoma,US,17256
3507,3506,3/31/2007,1st Lieutenant,25,U.S. Army,Non-hostile,NA,Baghdad,Fort Wayne,Indiana,US,17256
3508,3510,4/1/2007,Private 1st Class,19,U.S. Marine,Non-hostile,NA,Al Anbar Province,Secaucus,New Jersey,US,17257
3509,3514,4/1/2007,Staff Sergeant,26,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,San Juan,Puerto Rico,US,17257
3510,3513,4/1/2007,Staff Sergeant,25,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,Spring Hope,North Carolina,US,17257
3511,3512,4/1/2007,Sergeant,30,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,Deer Park,Texas,US,17257
3512,3511,4/1/2007,Specialist,24,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,Beattyville,Kentucky,US,17257
3513,3508,4/1/2007,Staff Sergeant,24,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,Amelia,Virginia,US,17257
